year,month,day,hour,day_of_week,Temperature (C)
2009,7,26,0,6,13.88888888888889
2009,7,26,1,6,15.555555555555555
2009,7,26,2,6,14.444444444444445
2009,7,26,3,6,14.911111111111111
2009,7,26,4,6,15.0
2009,7,26,5,6,17.22222222222222
2009,7,26,6,6,18.8
2009,7,26,7,6,21.11111111111111
2009,7,26,8,6,22.22222222222222
2009,7,26,9,6,23.75
2009,7,26,10,6,23.88888888888889
2009,7,26,11,6,26.11111111111111
2009,7,26,12,6,25.97222222222222
2009,7,26,13,6,27.22222222222222
2009,7,26,14,6,26.11111111111111
2009,7,26,15,6,25.016666666666666
2009,7,26,16,6,25.0
2009,7,26,17,6,23.88888888888889
2009,7,26,18,6,22.31111111111111
2009,7,26,19,6,18.88888888888889
2009,7,26,20,6,17.77777777777778
2009,7,26,21,6,16.38888888888889
2009,7,26,22,6,15.555555555555555
2009,7,26,23,6,13.88888888888889
2009,7,27,0,0,15.205555555555556
2009,7,27,1,0,12.22222222222222
2009,7,27,2,0,11.666666666666666
2009,7,27,3,0,11.61111111111111
2009,7,27,4,0,12.22222222222222
2009,7,27,5,0,17.22222222222222
2009,7,27,6,0,19.91111111111111
2009,7,27,7,0,22.77777777777778
2009,7,27,8,0,23.88888888888889
2009,7,27,9,0,25.0
2009,7,27,10,0,26.11111111111111
2009,7,27,11,0,26.11111111111111
2009,7,27,12,0,27.605555555555554
2009,7,27,13,0,27.22222222222222
2009,7,27,14,0,27.77777777777778
2009,7,27,15,0,27.68888888888889
2009,7,27,16,0,27.22222222222222
2009,7,27,17,0,27.22222222222222
2009,7,27,18,0,23.138888888888893
2009,7,27,19,0,20.0
2009,7,27,20,0,21.11111111111111
2009,7,27,21,0,19.566666666666663
2009,7,27,22,0,18.88888888888889
2009,7,27,23,0,15.555555555555555
2009,7,28,0,1,16.12777777777778
2009,7,28,1,1,14.444444444444445
2009,7,28,2,1,13.88888888888889
2009,7,28,3,1,11.97777777777778
2009,7,28,4,1,13.88888888888889
2009,7,28,5,1,20.0
2009,7,28,6,1,21.755555555555556
2009,7,28,7,1,25.0
2009,7,28,8,1,27.22222222222222
2009,7,28,9,1,27.57222222222222
2009,7,28,10,1,27.77777777777778
2009,7,28,11,1,28.88888888888889
2009,7,28,12,1,29.827777777777776
2009,7,28,13,1,31.11111111111111
2009,7,28,14,1,30.0
2009,7,28,15,1,30.938888888888886
2009,7,28,16,1,30.0
2009,7,28,17,1,28.88888888888889
2009,7,28,18,1,27.22222222222222
2009,7,28,19,1,25.0
2009,7,28,20,1,24.444444444444443
2009,7,28,21,1,20.95555555555556
2009,7,28,22,1,18.33333333333333
2009,7,28,23,1,17.77777777777778
2009,7,29,0,2,17.96666666666667
2009,7,29,1,2,15.555555555555555
2009,7,29,2,2,15.555555555555555
2009,7,29,3,2,14.911111111111111
2009,7,29,4,2,16.11111111111111
2009,7,29,5,2,18.88888888888889
2009,7,29,6,2,22.17222222222222
2009,7,29,7,2,25.0
2009,7,29,8,2,27.77777777777778
2009,7,29,9,2,29.688888888888886
2009,7,29,10,2,30.0
2009,7,29,11,2,31.11111111111111
2009,7,29,12,2,32.016666666666666
2009,7,29,13,2,32.22222222222222
2009,7,29,14,2,32.22222222222222
2009,7,29,15,2,31.977777777777774
2009,7,29,16,2,31.11111111111111
2009,7,29,17,2,30.0
2009,7,29,18,2,27.31111111111111
2009,7,29,19,2,25.0
2009,7,29,20,2,24.444444444444443
2009,7,29,21,2,20.816666666666663
2009,7,2,22,3,20.0
2009,7,2,23,3,18.88888888888889
2009,7,3,0,4,18.61111111111111
2009,7,3,1,4,19.444444444444443
2009,7,3,2,4,18.88888888888889
2009,7,3,3,4,18.47222222222222
2009,7,3,4,4,18.88888888888889
2009,7,3,5,4,20.0
2009,7,3,6,4,22.133333333333336
2009,7,3,7,4,22.22222222222222
2009,7,3,8,4,22.77777777777778
2009,7,3,9,4,24.77777777777777
2009,7,3,10,4,27.22222222222222
2009,7,3,11,4,27.77777777777778
2009,7,3,12,4,28.666666666666668
2009,7,3,13,4,27.77777777777778
2009,7,3,14,4,28.88888888888889
2009,7,3,15,4,25.60555555555556
2009,7,3,16,4,25.0
2009,7,3,17,4,25.0
2009,7,3,18,4,22.96666666666667
2009,7,3,19,4,22.22222222222222
2009,7,3,20,4,21.666666666666668
2009,7,3,21,4,21.666666666666668
2009,7,29,22,2,19.444444444444443
2009,7,29,23,2,18.33333333333333
2009,7,30,0,3,19.461111111111112
2009,7,30,1,3,17.77777777777778
2009,7,30,2,3,18.88888888888889
2009,7,30,3,3,16.405555555555555
2009,7,30,4,3,17.22222222222222
2009,7,30,5,3,21.11111111111111
2009,7,30,6,3,22.655555555555555
2009,7,30,7,3,26.11111111111111
2009,7,30,8,3,27.77777777777778
2009,7,30,9,3,29.877777777777776
2009,7,30,10,3,32.22222222222222
2009,7,30,11,3,32.22222222222222
2009,7,30,12,3,32.55555555555556
2009,7,30,13,3,32.77777777777778
2009,7,30,14,3,33.888888888888886
2009,7,30,15,3,32.71111111111111
2009,7,30,16,3,32.77777777777778
2009,7,30,17,3,30.0
2009,7,30,18,3,27.42777777777778
2009,7,30,19,3,27.22222222222222
2009,7,30,20,3,25.0
2009,7,30,21,3,22.98333333333333
2009,7,30,22,3,21.11111111111111
2009,7,30,23,3,20.0
2009,7,31,0,4,20.26111111111111
2009,7,31,1,4,18.88888888888889
2009,7,31,2,4,17.22222222222222
2009,7,31,3,4,18.177777777777777
2009,7,31,4,4,18.88888888888889
2009,7,31,5,4,22.22222222222222
2009,7,31,6,4,24.81111111111111
2009,7,31,7,4,27.22222222222222
2009,7,31,8,4,28.88888888888889
2009,7,31,9,4,30.97222222222222
2009,7,31,10,4,32.22222222222222
2009,7,31,11,4,32.77777777777778
2009,7,31,12,4,32.638888888888886
2009,7,31,13,4,33.888888888888886
2009,7,31,14,4,31.11111111111111
2009,7,31,15,4,28.122222222222224
2009,7,31,16,4,27.77777777777778
2009,7,31,17,4,27.22222222222222
2009,7,31,18,4,27.22222222222222
2009,7,31,19,4,23.88888888888889
2009,7,31,20,4,23.88888888888889
2009,7,31,21,4,21.888888888888893
2009,7,3,22,4,21.11111111111111
2009,7,3,23,4,20.0
2009,7,4,0,5,18.53888888888889
2009,7,4,1,5,18.33333333333333
2009,7,4,2,5,17.77777777777778
2009,7,4,3,5,17.427777777777777
2009,7,4,4,5,18.88888888888889
2009,7,4,5,5,21.11111111111111
2009,7,4,6,5,22.08333333333333
2009,7,4,7,5,22.77777777777778
2009,7,4,8,5,23.88888888888889
2009,7,4,9,5,25.0
2009,7,4,10,5,26.11111111111111
2009,7,4,11,5,27.77777777777778
2009,7,4,12,5,27.23888888888889
2009,7,4,13,5,28.88888888888889
2009,7,4,14,5,27.22222222222222
2009,7,4,15,5,27.29444444444444
2009,7,4,16,5,27.22222222222222
2009,7,4,17,5,27.22222222222222
2009,7,4,18,5,24.844444444444445
2009,7,4,19,5,22.77777777777778
2009,7,4,20,5,21.666666666666668
2009,7,4,21,5,21.65
2009,7,4,22,5,20.55555555555556
2009,7,4,23,5,18.88888888888889
2009,7,5,0,6,18.000000000000004
2009,7,5,1,6,18.33333333333333
2009,7,5,2,6,18.33333333333333
2009,7,5,3,6,17.31111111111111
2009,7,5,4,6,17.77777777777778
2009,7,5,5,6,20.0
2009,7,5,6,6,22.57222222222222
2009,7,5,7,6,25.0
2009,7,5,8,6,27.22222222222222
2009,7,5,9,6,27.655555555555555
2009,7,5,10,6,28.88888888888889
2009,7,5,11,6,30.0
2009,7,5,12,6,29.95
2009,7,5,13,6,31.11111111111111
2009,7,5,14,6,31.11111111111111
2009,7,5,15,6,29.877777777777776
2009,7,5,16,6,27.22222222222222
2009,7,5,17,6,27.22222222222222
2009,7,5,18,6,24.133333333333333
2009,7,5,19,6,23.88888888888889
2009,7,5,20,6,23.88888888888889
2009,7,5,21,6,22.68888888888889
2009,7,5,22,6,20.55555555555556
2009,7,5,23,6,18.88888888888889
2009,7,6,0,0,19.966666666666665
2009,7,6,1,0,17.77777777777778
2009,7,6,2,0,17.22222222222222
2009,7,6,3,0,17.427777777777777
2009,7,6,4,0,17.77777777777778
2009,7,6,5,0,21.11111111111111
2009,7,6,6,0,22.68888888888889
2009,7,6,7,0,25.0
2009,7,6,8,0,26.11111111111111
2009,7,6,9,0,27.63888888888889
2009,7,6,10,0,27.77777777777778
2009,7,6,11,0,28.88888888888889
2009,7,6,12,0,29.86111111111111
2009,7,6,13,0,30.0
2009,7,6,14,0,27.77777777777778
2009,7,6,15,0,30.922222222222217
2009,7,6,16,0,31.11111111111111
2009,7,6,17,0,28.88888888888889
2009,7,6,18,0,26.355555555555554
2009,7,6,19,0,25.0
2009,7,6,20,0,23.88888888888889
2009,7,6,21,0,22.39444444444445
2009,7,6,22,0,21.666666666666668
2009,7,6,23,0,20.0
2009,7,7,0,1,19.616666666666667
2009,7,7,1,1,19.444444444444443
2009,7,7,2,1,20.0
2009,7,7,3,1,18.97777777777777
2009,7,7,4,1,18.88888888888889
2009,7,7,5,1,20.0
2009,7,7,6,1,20.97222222222222
2009,7,7,7,1,22.22222222222222
2009,7,7,8,1,23.88888888888889
2009,7,7,9,1,24.844444444444445
2009,7,7,10,1,26.072222222222223
2009,7,7,11,1,27.22222222222222
2009,7,7,12,1,27.58888888888889
2009,7,7,13,1,28.88888888888889
2009,7,7,14,1,27.77777777777778
2009,7,7,15,1,27.655555555555555
2009,7,7,16,1,27.22222222222222
2009,7,7,17,1,27.22222222222222
2009,7,7,18,1,24.93333333333333
2009,7,7,19,1,22.77777777777778
2009,7,7,20,1,22.77777777777778
2009,7,7,21,1,21.077777777777776
2009,7,7,22,1,20.55555555555556
2009,7,7,23,1,20.0
2009,7,8,0,2,14.355555555555558
2009,7,8,1,2,18.88888888888889
2009,7,8,2,2,18.33333333333333
2009,7,8,3,2,17.883333333333333
2009,7,8,4,2,18.88888888888889
2009,7,8,5,2,20.0
2009,7,8,6,2,21.11111111111111
2009,7,8,7,2,17.77777777777778
2009,7,8,8,2,17.77777777777778
2009,7,8,9,2,20.083333333333336
2009,7,8,10,2,22.22222222222222
2009,7,8,11,2,22.77777777777778
2009,7,8,12,2,24.81111111111111
2009,7,8,13,2,25.0
2009,7,8,14,2,23.88888888888889
2009,7,8,15,2,22.655555555555555
2009,7,8,16,2,22.77777777777778
2009,7,8,17,2,22.22222222222222
2009,7,8,18,2,20.12222222222222
2009,7,8,19,2,17.22222222222222
2009,7,8,20,2,16.666666666666668
2009,7,8,21,2,14.738888888888887
2009,7,8,22,2,14.444444444444445
2009,7,8,23,2,13.88888888888889
2009,7,9,0,3,14.911111111111111
2009,7,9,1,3,13.333333333333334
2009,7,9,2,3,12.77777777777778
2009,7,9,3,3,12.866666666666664
2009,7,9,4,3,13.88888888888889
2009,7,9,5,3,17.22222222222222
2009,7,9,6,3,18.88888888888889
2009,7,9,7,3,21.11111111111111
2009,7,9,8,3,22.22222222222222
2009,7,9,9,3,22.76111111111111
2009,7,9,10,3,23.88888888888889
2009,7,9,11,3,26.11111111111111
2009,7,9,12,3,25.92222222222222
2009,7,9,13,3,23.88888888888889
2009,7,9,14,3,25.0
2009,7,9,15,3,25.105555555555554
2009,7,9,16,3,26.11111111111111
2009,7,9,17,3,25.0
2009,7,9,18,3,23.022222222222226
2009,7,9,19,3,18.88888888888889
2009,7,9,20,3,17.77777777777778
2009,7,9,21,3,16.88888888888889
2009,5,31,22,6,8.333333333333334
2009,5,31,23,6,8.333333333333334
2009,6,1,0,0,14.011111111111113
2009,6,1,1,0,7.777777777777778
2009,6,1,2,0,8.333333333333334
2009,6,1,3,0,8.661111111111113
2009,6,1,4,0,11.11111111111111
2009,6,1,5,0,12.77777777777778
2009,6,1,6,0,14.933333333333334
2009,6,1,7,0,17.77777777777778
2009,6,1,8,0,18.88888888888889
2009,6,1,9,0,19.63888888888889
2009,6,1,10,0,21.11111111111111
2009,6,1,11,0,21.11111111111111
2009,6,1,12,0,22.344444444444445
2009,6,1,13,0,21.11111111111111
2009,6,1,14,0,20.0
2009,6,1,15,0,17.45
2009,6,1,16,0,16.11111111111111
2009,6,1,17,0,16.11111111111111
2009,6,1,18,0,15.155555555555557
2009,6,1,19,0,15.0
2009,6,1,20,0,15.0
2009,6,1,21,0,15.016666666666667
2009,6,9,22,1,18.88888888888889
2009,6,9,23,1,18.88888888888889
2009,6,10,0,2,17.322222222222223
2009,6,10,1,2,16.666666666666668
2009,6,10,2,2,16.11111111111111
2009,6,10,3,2,16.594444444444445
2009,6,10,4,2,17.77777777777778
2009,6,10,5,2,22.77777777777778
2009,6,10,6,2,25.78333333333333
2009,6,10,7,2,27.22222222222222
2009,6,10,8,2,27.77777777777778
2009,6,10,9,2,26.12777777777778
2009,6,10,10,2,27.22222222222222
2009,6,10,11,2,27.77777777777778
2009,6,10,12,2,28.88888888888889
2009,6,10,13,2,31.11111111111111
2009,6,10,14,2,31.11111111111111
2009,6,10,15,2,30.90555555555555
2009,6,10,16,2,27.77777777777778
2009,6,10,17,2,27.22222222222222
2009,6,10,18,2,24.250000000000004
2009,6,10,19,2,17.77777777777778
2009,6,10,20,2,18.88888888888889
2009,6,10,21,2,17.811111111111114
2009,6,10,22,2,17.77777777777778
2009,6,10,23,2,17.22222222222222
2009,6,11,0,3,13.988888888888887
2009,6,11,1,3,15.555555555555555
2009,6,11,2,3,15.0
2009,6,11,3,3,15.27777777777778
2009,6,11,4,3,17.22222222222222
2009,6,11,5,3,17.77777777777778
2009,6,11,6,3,20.0
2009,6,11,7,3,22.22222222222222
2009,6,11,8,3,23.88888888888889
2009,6,11,9,3,24.844444444444445
2009,6,11,10,3,26.11111111111111
2009,6,11,11,3,26.11111111111111
2009,6,11,12,3,27.08333333333333
2009,6,11,13,3,27.22222222222222
2009,6,11,14,3,27.22222222222222
2009,6,11,15,3,27.116666666666667
2009,6,11,16,3,25.0
2009,6,11,17,3,23.88888888888889
2009,6,11,18,3,22.48333333333333
2009,6,11,19,3,18.88888888888889
2009,6,11,20,3,18.33333333333333
2009,6,11,21,3,17.1
2009,6,11,22,3,15.0
2009,6,11,23,3,14.444444444444445
2009,6,12,0,4,11.7
2009,6,12,1,4,12.77777777777778
2009,6,12,2,4,12.77777777777778
2009,6,12,3,4,12.916666666666666
2009,6,12,4,4,15.0
2009,6,12,5,4,16.11111111111111
2009,6,12,6,4,17.68888888888889
2009,6,12,7,4,20.0
2009,6,12,8,4,20.0
2009,6,12,9,4,21.06111111111111
2009,6,12,10,4,22.22222222222222
2009,6,12,11,4,22.22222222222222
2009,6,12,12,4,22.62222222222222
2009,6,12,13,4,22.77777777777778
2009,6,12,14,4,22.22222222222222
2009,6,12,15,4,22.20555555555556
2009,6,12,16,4,21.11111111111111
2009,6,12,17,4,21.11111111111111
2009,6,12,18,4,19.061111111111117
2009,6,12,19,4,15.0
2009,6,12,20,4,14.444444444444445
2009,6,12,21,4,14.377777777777778
2009,6,12,22,4,11.11111111111111
2009,6,12,23,4,11.666666666666666
2009,6,13,0,5,10.85
2009,6,13,1,5,11.11111111111111
2009,6,13,2,5,12.77777777777778
2009,6,13,3,5,12.794444444444444
2009,6,13,4,5,12.77777777777778
2009,6,13,5,5,15.0
2009,6,13,6,5,17.133333333333336
2009,6,13,7,5,18.88888888888889
2009,6,13,8,5,18.88888888888889
2009,6,13,9,5,19.95
2009,6,13,10,5,22.22222222222222
2009,6,13,11,5,22.22222222222222
2009,6,13,12,5,22.672222222222224
2009,6,13,13,5,23.88888888888889
2009,6,13,14,5,22.77777777777778
2009,6,13,15,5,22.77777777777778
2009,6,13,16,5,22.77777777777778
2009,6,13,17,5,22.22222222222222
2009,6,13,18,5,19.288888888888888
2009,6,13,19,5,15.0
2009,6,13,20,5,13.88888888888889
2009,6,13,21,5,13.366666666666667
2009,6,13,22,5,13.333333333333334
2009,6,13,23,5,11.666666666666666
2009,6,14,0,6,14.444444444444445
2009,6,14,1,6,11.11111111111111
2009,6,14,2,6,9.444444444444445
2009,6,14,3,6,10.13888888888889
2009,6,14,4,6,12.77777777777778
2009,6,14,5,6,18.88888888888889
2009,6,14,6,6,21.822222222222223
2009,6,14,7,6,23.88888888888889
2009,6,14,8,6,23.88888888888889
2009,6,14,9,6,24.89444444444445
2009,6,14,10,6,26.11111111111111
2009,6,14,11,6,27.22222222222222
2009,6,14,12,6,27.555555555555557
2009,6,14,13,6,27.77777777777778
2009,6,14,14,6,27.77777777777778
2009,6,14,15,6,27.672222222222224
2009,6,14,16,6,27.22222222222222
2009,6,14,17,6,26.11111111111111
2009,6,14,18,6,21.683333333333334
2009,6,14,19,6,17.77777777777778
2009,6,14,20,6,16.666666666666668
2009,6,14,21,6,14.927777777777775
2009,6,14,22,6,15.555555555555555
2009,6,14,23,6,14.444444444444445
2009,6,15,0,0,19.48333333333333
2009,6,15,1,0,13.88888888888889
2009,6,15,2,0,13.88888888888889
2009,6,15,3,0,13.85
2009,6,15,4,0,16.11111111111111
2009,6,15,5,0,17.77777777777778
2009,6,15,6,0,22.116666666666667
2009,6,15,7,0,26.11111111111111
2009,6,15,8,0,27.77777777777778
2009,6,15,9,0,29.72222222222222
2009,6,15,10,0,31.11111111111111
2009,6,15,11,0,32.77777777777778
2009,6,15,12,0,31.83888888888889
2009,6,15,13,0,32.77777777777778
2009,6,15,14,0,32.22222222222222
2009,6,15,15,0,32.06666666666667
2009,6,15,16,0,31.11111111111111
2009,6,15,17,0,28.88888888888889
2009,6,15,18,0,26.405555555555555
2009,6,15,19,0,25.0
2009,6,15,20,0,23.88888888888889
2009,6,15,21,0,23.038888888888888
2009,6,15,22,0,21.666666666666668
2009,6,15,23,0,20.0
2009,6,16,0,1,17.933333333333334
2009,6,16,1,1,18.88888888888889
2009,6,16,2,1,18.33333333333333
2009,6,16,3,1,18.5
2009,6,16,4,1,20.0
2009,6,16,5,1,22.77777777777778
2009,6,16,6,1,25.85
2009,6,16,7,1,27.77777777777778
2009,6,16,8,1,28.88888888888889
2009,6,16,9,1,29.84444444444445
2009,6,16,10,1,30.0
2009,6,16,11,1,31.11111111111111
2009,6,16,12,1,32.016666666666666
2009,6,16,13,1,31.11111111111111
2009,6,16,14,1,30.0
2009,6,16,15,1,29.02777777777778
2009,6,16,16,1,27.77777777777778
2009,6,16,17,1,26.11111111111111
2009,6,16,18,1,23.15555555555556
2009,6,16,19,1,21.11111111111111
2009,6,16,20,1,20.55555555555556
2009,6,16,21,1,21.18333333333333
2009,6,16,22,1,20.55555555555556
2009,6,16,23,1,20.0
2009,6,17,0,2,12.788888888888891
2009,6,17,1,2,17.22222222222222
2009,6,17,2,2,17.22222222222222
2009,6,17,3,2,16.666666666666668
2009,6,17,4,2,17.22222222222222
2009,6,17,5,2,17.77777777777778
2009,6,17,6,2,18.905555555555555
2009,6,17,7,2,21.11111111111111
2009,6,17,8,2,22.77777777777778
2009,6,17,9,2,24.688888888888886
2009,6,17,10,2,25.0
2009,6,17,11,2,26.11111111111111
2009,6,17,12,2,26.89444444444444
2009,6,17,13,2,27.22222222222222
2009,6,17,14,2,27.22222222222222
2009,6,17,15,2,26.00555555555556
2009,6,17,16,2,25.0
2009,6,17,17,2,23.88888888888889
2009,6,17,18,2,21.28333333333333
2009,6,17,19,2,17.77777777777778
2009,6,17,20,2,17.22222222222222
2009,6,17,21,2,16.422222222222224
2009,6,17,22,2,15.555555555555555
2009,6,17,23,2,13.333333333333334
2009,6,18,0,3,13.661111111111111
2009,6,18,1,3,11.666666666666666
2009,6,18,2,3,11.11111111111111
2009,6,18,3,3,10.555555555555555
2009,6,18,4,3,15.0
2009,6,18,5,3,20.0
2009,6,18,6,3,22.03333333333333
2009,6,18,7,3,23.88888888888889
2009,6,18,8,3,25.0
2009,6,18,9,3,25.92222222222222
2009,6,18,10,3,27.22222222222222
2009,6,18,11,3,27.77777777777778
2009,6,18,12,3,27.816666666666663
2009,6,18,13,3,28.88888888888889
2009,6,18,14,3,27.77777777777778
2009,6,18,15,3,28.838888888888885
2009,6,18,16,3,27.77777777777778
2009,6,18,17,3,27.22222222222222
2009,6,18,18,3,24.23333333333333
2009,6,18,19,3,21.11111111111111
2009,6,18,20,3,19.444444444444443
2009,6,18,21,3,18.022222222222226
2009,6,18,22,3,16.11111111111111
2009,6,18,23,3,16.666666666666668
2009,6,19,0,4,18.87222222222222
2009,6,19,1,4,12.77777777777778
2009,6,19,2,4,14.444444444444445
2009,6,19,3,4,13.105555555555558
2009,6,19,4,4,17.22222222222222
2009,6,19,5,4,20.0
2009,6,19,6,4,22.23888888888889
2009,6,19,7,4,26.11111111111111
2009,6,19,8,4,27.77777777777778
2009,6,19,9,4,28.75
2009,6,19,10,4,30.0
2009,6,19,11,4,31.11111111111111
2009,6,19,12,4,31.022222222222226
2009,6,19,13,4,32.22222222222222
2009,6,19,14,4,32.77777777777778
2009,6,19,15,4,32.0
2009,6,19,16,4,31.11111111111111
2009,6,19,17,4,30.0
2009,6,19,18,4,27.48333333333333
2009,6,19,19,4,23.88888888888889
2009,6,19,20,4,23.33333333333333
2009,6,19,21,4,21.57777777777778
2009,6,1,22,0,15.0
2009,6,1,23,0,14.444444444444445
2009,6,2,0,1,12.116666666666667
2009,6,2,1,1,13.88888888888889
2009,6,2,2,1,13.88888888888889
2009,6,2,3,1,13.93888888888889
2009,6,2,4,1,13.88888888888889
2009,6,2,5,1,13.88888888888889
2009,6,2,6,1,14.827777777777776
2009,6,2,7,1,16.11111111111111
2009,6,2,8,1,16.11111111111111
2009,6,2,9,1,16.977777777777778
2009,6,2,10,1,17.77777777777778
2009,6,2,11,1,17.77777777777778
2009,6,2,12,1,18.75
2009,6,2,13,1,18.88888888888889
2009,6,2,14,1,20.0
2009,6,2,15,1,20.85
2009,6,2,16,1,18.88888888888889
2009,6,2,17,1,20.0
2009,6,2,18,1,15.5
2009,6,2,19,1,15.0
2009,6,2,20,1,13.88888888888889
2009,6,2,21,1,13.644444444444446
2009,6,19,22,4,22.22222222222222
2009,6,19,23,4,21.11111111111111
2009,6,20,0,5,15.394444444444446
2009,6,20,1,5,17.77777777777778
2009,6,20,2,5,16.11111111111111
2009,6,20,3,5,18.50555555555556
2009,6,20,4,5,18.88888888888889
2009,6,20,5,5,18.88888888888889
2009,6,20,6,5,20.92222222222222
2009,6,20,7,5,21.11111111111111
2009,6,20,8,5,25.0
2009,6,20,9,5,24.79444444444444
2009,6,20,10,5,27.22222222222222
2009,6,20,11,5,27.77777777777778
2009,6,20,12,5,28.64444444444445
2009,6,20,13,5,30.0
2009,6,20,14,5,27.77777777777778
2009,6,20,15,5,26.216666666666665
2009,6,20,16,5,22.22222222222222
2009,6,20,17,5,18.88888888888889
2009,6,20,18,5,17.344444444444445
2009,6,20,19,5,17.22222222222222
2009,6,20,20,5,16.11111111111111
2009,6,20,21,5,15.105555555555554
2009,6,20,22,5,14.444444444444445
2009,6,20,23,5,14.444444444444445
2009,6,21,0,6,13.47222222222222
2009,6,21,1,6,14.444444444444445
2009,6,21,2,6,14.444444444444445
2009,6,21,3,6,13.333333333333334
2009,6,21,4,6,12.77777777777778
2009,6,21,5,6,13.88888888888889
2009,6,21,6,6,13.88888888888889
2009,6,21,7,6,13.88888888888889
2009,6,21,8,6,15.0
2009,6,21,9,6,14.911111111111111
2009,6,21,10,6,16.11111111111111
2009,6,21,11,6,16.11111111111111
2009,6,21,12,6,15.97222222222222
2009,6,21,13,6,16.11111111111111
2009,6,21,14,6,16.11111111111111
2009,6,21,15,6,16.044444444444444
2009,6,21,16,6,16.11111111111111
2009,6,21,17,6,15.0
2009,6,21,18,6,14.949999999999998
2009,6,21,19,6,13.88888888888889
2009,6,21,20,6,13.88888888888889
2009,6,21,21,6,13.922222222222224
2009,6,21,22,6,13.88888888888889
2009,6,21,23,6,13.333333333333334
2009,6,22,0,0,13.366666666666667
2009,6,22,1,0,13.333333333333334
2009,6,22,2,0,13.333333333333334
2009,6,22,3,0,13.366666666666667
2009,6,22,4,0,12.77777777777778
2009,6,22,5,0,12.77777777777778
2009,6,22,6,0,13.838888888888889
2009,6,22,7,0,13.88888888888889
2009,6,22,8,0,15.0
2009,6,22,9,0,15.083333333333334
2009,6,22,10,0,16.11111111111111
2009,6,22,11,0,16.11111111111111
2009,6,22,12,0,17.03333333333333
2009,6,22,13,0,16.11111111111111
2009,6,22,14,0,16.11111111111111
2009,6,22,15,0,16.094444444444445
2009,6,22,16,0,17.22222222222222
2009,6,22,17,0,17.22222222222222
2009,6,22,18,0,16.177777777777777
2009,6,22,19,0,16.11111111111111
2009,6,22,20,0,15.555555555555555
2009,6,22,21,0,15.088888888888889
2009,6,22,22,0,14.444444444444445
2009,6,22,23,0,13.88888888888889
2009,6,23,0,1,13.538888888888888
2009,6,23,1,1,13.88888888888889
2009,6,23,2,1,13.88888888888889
2009,6,23,3,1,14.444444444444445
2009,6,23,4,1,15.0
2009,6,23,5,1,15.0
2009,6,23,6,1,16.06111111111111
2009,6,23,7,1,16.11111111111111
2009,6,23,8,1,17.22222222222222
2009,6,23,9,1,17.672222222222224
2009,6,23,10,1,17.77777777777778
2009,6,23,11,1,18.88888888888889
2009,6,23,12,1,19.81111111111111
2009,6,23,13,1,20.0
2009,6,23,14,1,20.0
2009,6,23,15,1,21.06111111111111
2009,6,23,16,1,20.0
2009,6,23,17,1,20.0
2009,6,23,18,1,18.038888888888888
2009,6,23,19,1,16.11111111111111
2009,6,23,20,1,16.11111111111111
2009,6,23,21,1,15.13888888888889
2009,6,23,22,1,14.444444444444445
2009,6,23,23,1,13.333333333333334
2009,6,24,0,2,16.33888888888889
2009,6,24,1,2,13.88888888888889
2009,6,24,2,2,13.333333333333334
2009,6,24,3,2,12.27777777777778
2009,6,24,4,2,13.88888888888889
2009,6,24,5,2,17.22222222222222
2009,6,24,6,2,19.70555555555556
2009,6,24,7,2,21.11111111111111
2009,6,24,8,2,21.11111111111111
2009,6,24,9,2,22.555555555555557
2009,6,24,10,2,22.77777777777778
2009,6,24,11,2,22.77777777777778
2009,6,24,12,2,24.827777777777776
2009,6,24,13,2,25.0
2009,6,24,14,2,22.77777777777778
2009,6,24,15,2,22.76111111111111
2009,6,24,16,2,22.22222222222222
2009,6,24,17,2,22.77777777777778
2009,6,24,18,2,20.20555555555556
2009,6,24,19,2,17.77777777777778
2009,6,24,20,2,17.77777777777778
2009,6,24,21,2,16.755555555555553
2009,6,24,22,2,15.555555555555555
2009,6,24,23,2,15.555555555555555
2009,6,25,0,3,15.761111111111113
2009,6,25,1,3,16.666666666666668
2009,6,25,2,3,16.666666666666668
2009,6,25,3,3,16.06111111111111
2009,6,25,4,3,16.11111111111111
2009,6,25,5,3,18.88888888888889
2009,6,25,6,3,20.766666666666666
2009,6,25,7,3,22.77777777777778
2009,6,25,8,3,23.88888888888889
2009,6,25,9,3,24.65555555555555
2009,6,25,10,3,26.11111111111111
2009,6,25,11,3,26.11111111111111
2009,6,25,12,3,26.755555555555556
2009,6,25,13,3,22.77777777777778
2009,6,25,14,3,22.77777777777778
2009,6,25,15,3,22.22222222222222
2009,6,25,16,3,22.22222222222222
2009,6,25,17,3,21.11111111111111
2009,6,25,18,3,19.044444444444444
2009,6,25,19,3,17.77777777777778
2009,6,25,20,3,17.77777777777778
2009,6,25,21,3,17.23888888888889
2009,6,25,22,3,16.666666666666668
2009,6,25,23,3,16.11111111111111
2009,6,26,0,4,13.872222222222222
2009,6,26,1,4,15.0
2009,6,26,2,4,15.0
2009,6,26,3,4,14.72222222222222
2009,6,26,4,4,15.0
2009,6,26,5,4,17.22222222222222
2009,6,26,6,4,19.02777777777778
2009,6,26,7,4,20.0
2009,6,26,8,4,22.77777777777778
2009,6,26,9,4,24.81111111111111
2009,6,26,10,4,17.77777777777778
2009,6,26,11,4,16.11111111111111
